n,perc50,concept_name.x.x,concept_code.y,concept_name.y,vocabulary_id.x,concept_code.x,concept_id,unit_concept_id,mean_ratio,perc03,perc25,perc75,perc97,concept_name.x.y,QualUnitCnt,allQualUnitsMedians,max_mean_ratio
4,0.999920353,Creatinine [Mass/volume] in Urine,mg/dL,milligram per deciliter,LOINC,2161-8,3017250,8840,0.9850974366332185,0.9458852904249153,0.9850177896332184,1,1,Creatinine [Mass/volume] in Urine,1,1,0.9850974366332185
4,0.8175751243307169,Chloride [Moles/volume] in Blood,mmol/L,millimole per liter,LOINC,2069-3,3018572,8753,0.8247632208519975,0.6697166460729935,0.712352729133536,0.9299856160491784,0.9915982739259014,Chloride [Moles/volume] in Blood,1,0.82,0.8247632208519975
4,0.577015142458657,Thyroglobulin Ab [Units/volume] in Serum or Plasma,[U]/mL,unit per milliliter,LOINC,8098-6,3025547,8763,0.6020370674944119,0.2648158063331758,0.34326649566735457,0.8357857142857144,0.9802942857142858,Thyroglobulin Ab [Units/volume] in Serum or Plasma,1,0.58,0.6020370674944119
4,0.9561684505772465,Cholesterol [Mass/volume] in Serum or Plasma,mg/dL,milligram per deciliter,LOINC,2093-3,3027114,8840,0.7676356708215235,0.22607758284366158,0.72380412139877,1,1,Cholesterol [Mass/volume] in Serum or Plasma,1,0.96,0.7676356708215235
4,0.6636497324508683,Thyroperoxidase Ab [Units/volume] in Serum or Plasma,[U]/mL,unit per milliliter,LOINC,8099-4,3027238,8763,0.7012442137474545,0.48264799423555804,0.5190990913170563,0.8457948548812665,0.981495382585752,Thyroperoxidase Ab [Units/volume] in Serum or Plasma,1,0.66,0.7012442137474545
4,0.9997041808418435,Direct bilirubin serum/plasma,mg/dL,milligram per deciliter,LOINC,1968-7,3027597,8840,0.997045202918056,0.9897563057511005,0.9969712480098996,0.99977813575,0.99997337629,Direct bilirubin serum/plasma,1,1,0.997045202918056
4,0.9201551316017944,Alkaline phosphatase serum/plasma,[U]/L,unit per liter,LOINC,6768-6,3035995,8645,0.749333065912468,0.21863963166630135,0.6705022606131041,0.9989859369011582,0.999878312428139,Alkaline phosphatase serum/plasma,1,0.92,0.749333065912468
4,0.979196388965484,Thyroglobulin [Mass/volume] in Serum or Plasma,ng/mL,nanogram per milliliter,LOINC,3013-0,3036535,8842,0.7484967033812508,0.11864592240435959,0.7276930923467348,1,1,Thyroglobulin [Mass/volume] in Serum or Plasma,1,0.98,0.7484967033812508
4,0.999998208221981,Fasting glucose [Mass/volume] in Serum or Plasma,mg/dL,milligram per deciliter,LOINC,1558-6,3037110,8840,0.9757563306039273,0.9117561431542898,0.9757558824929368,0.9999986563329715,0.9999998387599566,Fasting glucose [Mass/volume] in Serum or Plasma,1,1,0.9757563306039273
3,0.7583734173339775,Iron saturation [Mass Fraction] in Serum or Plasma,%,percent,LOINC,2502-3,3000185,8554,0.8354091620473468,0.7561448722210591,0.7571880209973187,0.8751124307406902,0.9778427625385975,Iron saturation [Mass Fraction] in Serum or Plasma,1,0.76,0.8354091620473468
3,0.465372842675281,Complement C3 [Mass/volume] in Serum or Plasma,mg/dL,milligram per deciliter,LOINC,4485-9,3000620,8840,0.5375705523471188,0.16642085606462764,0.30635582852067816,0.7326864213376405,0.9679223705605169,Complement C3 [Mass/volume] in Serum or Plasma,1,0.47,0.5375705523471188
3,0.631751090238175,Metamyelocytes/100 leukocytes in Blood by Manual count,%,percent,LOINC,740-1,3000666,8554,0.6268914358074643,0.27189288956745544,0.4403371537111965,0.8158755451190876,0.9779050654142905,Metamyelocytes/100 leukocytes in Blood by Manual count,1,0.63,0.6268914358074643
3,0.16537672372829776,Leukocytes [#/volume] in Blood by Automated count,10*3/uL,thousand per microliter,LOINC,6690-2,3000905,8848,0.39879309660343887,0.03906501554079564,0.09818964490515833,0.5826883618641489,0.9499226034236978,Leukocytes [#/volume] in Blood by Automated count,1,0.17,0.39879309660343887
3,0.974817220914754,Lymphocytes %,%,percent,LOINC,26478-8,3002030,8554,0.8631925927190687,0.6363639570627901,0.794788889078603,0.9874086104573769,0.9984890332548852,Lymphocytes %,1,0.97,0.8631925927190687
3,1,Sodium [Moles/volume] in Urine,mmol/L,millimole per liter,LOINC,2955-3,3003181,8753,0.8966806580788343,0.7086394557823129,0.8450209871182515,1,1,Sodium [Moles/volume] in Urine,1,1,0.8966806580788343
3,0.768302334924077,Hemoglobin A1c (Glycated),%,percent,LOINC,4548-4,3004410,8554,0.7523687878729965,0.6607621877528266,0.7111001289819225,0.8016042202896108,0.8309098794112805,Hemoglobin A1c (Glycated),1,0.77,0.7523687878729965
3,0.942825073356218,Glucose lab,mg/dL,milligram per deciliter,LOINC,2345-7,3004501,8840,0.7054328487814735,0.21986274743028336,0.5582706446722102,0.971291165178109,0.996341325981373,Glucose lab,1,0.94,0.7054328487814735
3,1,Vancomycin [Mass/volume] in Serum or Plasma,ug/mL,microgram per milliliter,LOINC,20578-1,3005715,8859,0.857605633802817,0.5984478873239439,0.7864084507042255,1,1,Vancomycin [Mass/volume] in Serum or Plasma,1,1,0.857605633802817
3,0.853341584158416,Cancer Ag 15-3 [Units/volume] in Serum or Plasma,[U]/mL,unit per milliliter,LOINC,6875-9,3006588,8763,0.7563992736482951,0.44210535762878617,0.6345989104724427,0.926670792079208,0.9912004950495049,Cancer Ag 15-3 [Units/volume] in Serum or Plasma,1,0.85,0.7563992736482951
3,0.984099345497707,Reticulocytes/100 erythrocytes in Blood by Automated count,%,percent,LOINC,17849-1,3007124,8554,0.7854319623952579,0.4089107099166454,0.678147943592887,0.9920496727488535,0.9990459607298624,Reticulocytes/100 erythrocytes in Blood by Automated count,1,0.98,0.7854319623952579
3,1,Chloride [Moles/volume] in Urine,mmol/L,millimole per liter,LOINC,2078-4,3007733,8753,0.8743169398907104,0.6455737704918031,0.8114754098360655,1,1,Chloride [Moles/volume] in Urine,1,1,0.8743169398907104
3,0.314156184151714,Osmolality of Serum or Plasma,mosm/kg,milliosmole per kilogram,LOINC,2692-2,3008295,8862,0.4693411727731412,0.10708466516674987,0.2040117591597118,0.657078092075857,0.9588493710491028,Osmolality of Serum or Plasma,1,0.31,0.4693411727731412
3,0.898778278213241,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma,ng/mL,nanogram per milliliter,LOINC,1834-1,3009306,8842,0.930436148290924,0.8929317935327536,0.895668445936386,0.9493749156066205,0.9938999565127944,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma,1,0.9,0.930436148290924
3,0.978401538867725,Hematocrit,%,percent,LOINC,20570-8,3009542,8554,0.977061901670569,0.9543212085074068,0.9655928525058536,0.9892007694338625,0.9987040923320635,Hematocrit,1,0.98,0.977061901670569
3,0.2375152026560115,Erythrocyte mean corpuscular hemoglobin concentration [Mass/volume] by Automated count,g/dL,gram per deciliter,LOINC,786-4,3009744,8713,0.3965352535847592,0.06041724167363601,0.14331415958027985,0.5702463221248647,0.8630497072574556,Erythrocyte mean corpuscular hemoglobin concentration [Mass/volume] by Automated count,1,0.24,0.3965352535847592
3,0.999112251,C peptide [Mass/volume] in Serum or Plasma,ng/mL,nanogram per milliliter,LOINC,1986-9,3010084,8842,0.9826022360563443,0.951719524798891,0.9739033540845166,0.9995561255000001,0.99994673506,C peptide [Mass/volume] in Serum or Plasma,1,1,0.9826022360563443
3,1,Cyclosporine [Mass/volume] in Blood,ng/mL,nanogram per milliliter,LOINC,3520-4,3010375,8842,0.9364477865277203,0.8207827580081714,0.9046716797915805,1,1,Cyclosporine [Mass/volume] in Blood,1,1,0.9364477865277203
3,1,Granulocytes/100 leukocytes in Blood by Automated count,%,percent,LOINC,19023-1,3011185,8554,0.8706139154160983,0.6351312414733974,0.8059208731241475,1,1,Granulocytes/100 leukocytes in Blood by Automated count,1,1,0.8706139154160983
3,1,Digoxin [Mass/volume] in Serum or Plasma,ng/mL,nanogram per milliliter,LOINC,10535-3,3011335,8842,0.9169274188600527,0.7657353211853485,0.875391128290079,1,1,Digoxin [Mass/volume] in Serum or Plasma,1,1,0.9169274188600527
3,0.660104749864548,Promyelocytes/100 leukocytes in Blood by Manual count,%,percent,LOINC,783-1,3011587,8554,0.6291199508099097,0.25322608140314307,0.4436799262148645,0.830052374932274,0.9796062849918729,Promyelocytes/100 leukocytes in Blood by Manual count,1,0.66,0.6291199508099097
3,0.667688378033206,Base excess of blood,mmol/L,millimole per liter,LOINC,11555-0,3012501,8753,0.7103593059910943,0.6460618158474959,0.6561848875088921,0.7431982604943523,0.809646957060161,Base excess of blood,1,0.67,0.7103593059910943
3,0.943029257305752,Urea nitrogen serum/plasma,mg/dL,milligram per deciliter,LOINC,3094-0,3013682,8840,0.7062526179384965,0.22176663615749842,0.5593789269077448,0.971514628652876,0.9965817554383452,Urea nitrogen serum/plasma,1,0.94,0.7062526179384965
3,0.3334379275287739,Erythrocyte sedimentation rate by Westergren method,mm/h,millimeter per hour,LOINC,4537-7,3013707,8752,0.4649645666578004,0.10485000822953625,0.21184860875258366,0.652317204998504,0.9329309691718664,Erythrocyte sedimentation rate by Westergren method,1,0.33,0.4649645666578004
3,0.983569538767463,Eosinophils/100 leukocytes in Blood by Manual count,%,percent,LOINC,714-6,3015956,8554,0.8234016520748675,0.5164514647357588,0.7351024781123012,0.9917847693837315,0.9990141723260477,Eosinophils/100 leukocytes in Blood by Manual count,1,0.98,0.8234016520748675
3,0.999727863,Potassium [Moles/volume] in Urine,mmol/L,millimole per liter,LOINC,2828-2,3016038,8753,0.9434341328852853,0.8407237352965047,0.915151199327928,0.9998639315,0.99998367178,Potassium [Moles/volume] in Urine,1,1,0.9434341328852853
3,0.925810266945297,Creatinine serum/plasma,mg/dL,milligram per deciliter,LOINC,2160-0,3016723,8840,0.7012033684512836,0.22268046412075845,0.5518050526769254,0.9629051334726485,0.9955486160167178,Creatinine serum/plasma,1,0.93,0.7012033684512836
3,0.999068750506114,Amylase [Enzymatic activity/volume] in Serum or Plasma,[U]/L,unit per liter,LOINC,1798-8,3016771,8645,0.9120020541180083,0.752691225827403,0.8680168756770124,0.9995205807530569,0.9999181913703667,Amylase [Enzymatic activity/volume] in Serum or Plasma,1,1,0.9120020541180083
3,0.610835863832508,Myelocytes/100 leukocytes in Blood by Manual count,%,percent,LOINC,749-2,3018229,8554,0.60640764088712,0.2325339871290714,0.40961146133068,0.805417931916254,0.9766501518299504,Myelocytes/100 leukocytes in Blood by Manual count,1,0.61,0.60640764088712
3,0.975717902143278,Monocytes %,%,percent,LOINC,26485-3,3019069,8554,0.9667742992939404,0.9276717701228273,0.9501614489409107,0.987858951071639,0.9985430741285967,Monocytes %,1,0.98,0.9667742992939404
3,0.92092471816752,Erythrocyte distribution width [Ratio] by Automated count,%,percent,LOINC,788-0,3019897,8554,0.76949533669988,0.41956309750624404,0.65424300504982,0.96046235908376,0.9952554830900512,Erythrocyte distribution width [Ratio] by Automated count,1,0.92,0.76949533669988
3,0.998817402780829,Cholesterol [Moles/volume] in Serum or Plasma,mmol/L,millimole per liter,LOINC,14647-2,3019900,8753,0.9907585805387217,0.9749798826720655,0.9861378708080825,0.9994087013904145,0.9999290441668497,Cholesterol [Moles/volume] in Serum or Plasma,1,1,0.9907585805387217
3,0.954160034143078,Erythrocytes [#/volume] in Blood by Automated count,10*6/uL,million per microliter,LOINC,789-8,3020416,8815,0.7073396075434507,0.21504143068662243,0.5610118408151761,0.977077587571539,0.9972450345885847,Erythrocytes [#/volume] in Blood by Automated count,1,0.95,0.7073396075434507
3,0.921565958689018,Protein serum/plasma,g/dL,gram per deciliter,LOINC,2885-2,3020630,8713,0.7119322844913191,0.2566709986191838,0.5678984267369785,0.9607829793445091,0.9952939575213411,Protein serum/plasma,1,0.92,0.7119322844913191
3,0.7705908254394779,Calcium.ionized [Moles/volume] in Blood,mmol/L,millimole per liter,LOINC,1994-3,3021119,8753,0.8231713376016253,0.7032232456498428,0.734757006402438,0.885295412719739,0.9862354495263687,Calcium.ionized [Moles/volume] in Blood,1,0.77,0.8231713376016253
3,0.9970222392871053,Troponin I.cardiac [Mass/volume] in Serum or Plasma,ng/mL,nanogram per milliliter,LOINC,10839-9,3021337,8842,0.9892648171005077,0.9723472136507793,0.9838972256507617,0.9985111196435527,0.9998213343572263,Troponin I.cardiac [Mass/volume] in Serum or Plasma,1,1,0.9892648171005077
3,0.981882329295817,Monocytes/100 leukocytes in Blood by Manual count,%,percent,LOINC,744-3,3022407,8554,0.8565869955479655,0.6115188776649436,0.7848804933219482,0.9909411646479085,0.998912939757749,Monocytes/100 leukocytes in Blood by Manual count,1,0.98,0.8565869955479655
3,0.933829226716256,Cancer Ag 19-9 [Units/volume] in Serum or Plasma,[U]/mL,unit per milliliter,LOINC,24108-3,3022914,8763,0.8752176068157577,0.7063439317101312,0.8128264102236364,0.966914613358128,0.9960297536029754,Cancer Ag 19-9 [Units/volume] in Serum or Plasma,1,0.93,0.8752176068157577
3,0.8026223461800056,Hematocrit [Volume Fraction] of Blood by Automated count,%,percent,LOINC,4544-3,3023314,8554,0.5859401402049514,0.07763693332501331,0.4169918074273501,0.8632295759700799,0.9165639381853451,Hematocrit [Volume Fraction] of Blood by Automated count,1,0.8,0.5859401402049514
3,1,Cholesterol in HDL [Moles/volume] in Serum or Plasma,mmol/L,millimole per liter,LOINC,14646-4,3023602,8753,0.6921794230448558,0.1319459729864933,0.5382691345672836,1,1,Cholesterol in HDL [Moles/volume] in Serum or Plasma,1,1,0.6921794230448558
3,0.939543443637588,Total Bilirubin serum/plasma,mg/dL,milligram per deciliter,LOINC,1975-2,3024128,8840,0.6984719152819856,0.20289257069412184,0.5477078729229783,0.969771721818794,0.9963726066182552,Total Bilirubin serum/plasma,1,0.94,0.6984719152819856
3,1,Lithium [Moles/volume] in Serum or Plasma,mmol/L,millimole per liter,LOINC,14334-7,3024666,8753,0.9155112534391774,0.7617417346984802,0.873266880158766,1,1,Lithium [Moles/volume] in Serum or Plasma,1,1,0.9155112534391774
3,0.16652436712836197,Platelets [#/volume] in Blood by Automated count,10*3/uL,thousand per microliter,LOINC,777-3,3024929,8848,0.39898131977774,0.03858794952026815,0.09847308116660994,0.583261082064181,0.94998939120770165,Platelets [#/volume] in Blood by Automated count,1,0.17,0.39898131977774
3,1,Tacrolimus [Mass/volume] in Blood,ng/mL,nanogram per milliliter,LOINC,11253-2,3026250,8842,0.9098163723431176,0.7456821700075918,0.8647245585146766,1,1,Tacrolimus [Mass/volume] in Blood,1,1,0.9098163723431176
3,0.999963284,Albumin [Mass/volume] in Serum or Plasma by Electrophoresis,g/L,gram per liter,LOINC,2862-1,3028286,8636,0.9932277913232364,0.9809691943757417,0.9898600448381605,0.999963284146694,0.9999632842757847,Albumin [Mass/volume] in Serum or Plasma by Electrophoresis,1,1,0.9932277913232364
3,0.999997426,Cholesterol in LDL [Mass/volume] in Serum or Plasma,mg/dL,milligram per deciliter,LOINC,2089-1,3028437,8840,0.9652133587725853,0.9019063559495375,0.9478213249093285,0.9999974262495495,0.999997426469153,Cholesterol in LDL [Mass/volume] in Serum or Plasma,1,1,0.9652133587725853
3,1,Urate [Mass/volume] in Urine,mg/dL,milligram per deciliter,LOINC,3086-6,3033526,8840,0.8951200446677834,0.7042385259631491,0.842680067001675,1,1,Urate [Mass/volume] in Urine,1,1,0.8951200446677834
3,1,Folate [Mass/volume] in Serum or Plasma,ng/mL,nanogram per milliliter,LOINC,2284-8,3036987,8842,0.9900180512805347,0.9718509046111078,0.985027076920802,1,1,Folate [Mass/volume] in Serum or Plasma,1,1,0.9900180512805347
3,0.921749695516518,Lymphocytes/100 leukocytes in Blood by Automated count,%,percent,LOINC,736-9,3037511,8554,0.7766785933285633,0.46780792560119955,0.680291307263689,0.9456014304874149,0.966590957261804,Lymphocytes/100 leukocytes in Blood by Automated count,1,0.92,0.7766785933285633
3,0.791603343465046,Cancer Ag 125 [Units/volume] in Serum or Plasma,[U]/mL,unit per milliliter,LOINC,10334-1,3037551,8763,0.8255821107589478,0.6915306100909925,0.7383731661384219,0.895801671732523,0.9874962006079028,Cancer Ag 125 [Units/volume] in Serum or Plasma,1,0.79,0.8255821107589478
3,0.975284229975083,Lymphocytes/100 leukocytes in Blood by Manual count,%,percent,LOINC,737-7,3038058,8554,0.7637972975850713,0.35565825681182817,0.6456959463776071,0.9876421149875415,0.998517053798505,Lymphocytes/100 leukocytes in Blood by Manual count,1,0.98,0.7637972975850713
3,0.8183916248491152,Anion gap in Blood,mmol/L,millimole per liter,LOINC,41276-7,3039000,8753,0.7394575169632794,0.42508556796922653,0.6091862754449191,0.9091958124245576,0.989103497490947,Anion gap in Blood,1,0.82,0.7394575169632794
3,0.7781927400360781,Anion gap serum/plasma,mmol/L,millimole per liter,LOINC,33037-3,3045716,8753,0.6803274312935317,0.3187219898061107,0.533793404807372,0.8757941121509645,0.9616833196120645,Anion gap serum/plasma,1,0.78,0.6803274312935317
3,1,Hemoglobin A1c in Blood,%,percent,LOINC,55454-3,40758583,8554,0.7623937594597741,0.3299504016765627,0.643590639189661,1,1,Hemoglobin A1c in Blood,1,1,0.7623937594597741
3,1,How many cigarettes do you smoke per day now [PhenX],/(24.h),per 24 hours,LOINC,64218-1,40766929,44777556,1,1,1,1,1,How many cigarettes do you smoke per day now [PhenX],1,1,1
2,0.553627281100142,Microalbumin urine,mg/dL,milligram per deciliter,LOINC,14957-5,3000034,8840,0.553627281100142,0.1884516744742755,0.359384937150213,0.747869625050071,0.9188028877260086,Microalbumin urine,1,0.55,0.553627281100142
2,0.9780942047588079,Parathyrin.intact [Mass/volume] in Serum or Plasma,pg/mL,picogram per milliliter,LOINC,2731-8,3000067,8845,0.9780942047588079,0.9575027572320874,0.967141307138212,0.989047102379404,0.9986856522855285,Parathyrin.intact [Mass/volume] in Serum or Plasma,1,0.98,0.9780942047588079
2,0.8556273304973481,Antithrombin actual/normal in Platelet poor plasma by Chromogenic method,%,percent,LOINC,27811-9,3000515,8554,0.8556273304973481,0.7199170211648551,0.783440995746022,0.927813665248674,0.9913376398298409,Antithrombin actual/normal in Platelet poor plasma by Chromogenic method,1,0.86,0.8556273304973481
2,0.9842360549717055,Abnormal lymphocytes/100 leukocytes in Blood by Manual count,%,percent,LOINC,29261-5,3000518,8554,0.9842360549717055,0.9694179466451087,0.9763540824575583,0.9921180274858528,0.9990541632983023,Abnormal lymphocytes/100 leukocytes in Blood by Manual count,1,0.98,0.9842360549717055
2,0.8987371219674309,Amphetamine [Mass/volume] in Urine,ng/mL,nanogram per milliliter,LOINC,19346-6,3000571,8842,0.8987371219674309,0.8035500166168161,0.8481056829511465,0.9493685609837155,0.9939242273180459,Amphetamine [Mass/volume] in Urine,1,0.9,0.8987371219674309
2,0.9673748103186646,Mesothelial cells/100 leukocytes in Body fluid by Manual count,%,percent,LOINC,12234-1,3000598,8554,0.9673748103186646,0.9367071320182092,0.9510622154779967,0.9836874051593323,0.9980424886191198,Mesothelial cells/100 leukocytes in Body fluid by Manual count,1,0.97,0.9673748103186646
2,0.3955580804134197,Benzodiazepines [Presence] in Urine,ng/mL,nanogram per milliliter,LOINC,3390-2,3000764,8842,0.3955580804134197,0.09345440634568926,0.23486463676037161,0.5562515240664679,0.6976617544811502,Benzodiazepines [Presence] in Urine,1,0.4,0.3955580804134197
2,0.9123906574082425,Streptococcus pneumoniae Danish serotype 7F IgG Ab [Mass/volume] in Serum,ug/mL,microgram per milliliter,LOINC,25296-5,3000899,8859,0.9123906574082425,0.8300378753719905,0.8685859861123637,0.9561953287041213,0.9947434394444945,Streptococcus pneumoniae Danish serotype 7F IgG Ab [Mass/volume] in Serum,1,0.91,0.9123906574082425
2,0.9534427034324755,Prostate Specific Ag Free [Units/volume] in Serum or Plasma,ng/mL,nanogram per milliliter,LOINC,19201-3,3001138,8842,0.9534427034324755,0.9096788446590025,0.9301640551487133,0.9767213517162378,0.9972065622059485,Prostate Specific Ag Free [Units/volume] in Serum or Plasma,1,0.95,0.9534427034324755
2,1,Cholesterol in LDL [Moles/volume] in Serum or Plasma,mmol/L,millimole per liter,LOINC,22748-8,3001308,8753,1,1,1,1,1,Cholesterol in LDL [Moles/volume] in Serum or Plasma,1,1,1
2,0.11478079060807503,Nucleated erythrocytes [#/volume] in Blood,10*3/uL,thousand per microliter,LOINC,30392-5,3001490,8848,0.11478079060807503,0.008805659670270912,0.05841104010924305,0.171150541106907,0.22075592154587917,Nucleated erythrocytes [#/volume] in Blood,1,0.11,0.11478079060807503
2,0.3094825173590976,Barbiturates [Presence] in Urine,ng/mL,nanogram per milliliter,LOINC,3377-9,3002020,8842,0.3094825173590976,0.08020829530384095,0.18752814392545045,0.43143689079274483,0.5387567394143543,Barbiturates [Presence] in Urine,1,0.31,0.3094825173590976
2,0.3555702070816583,Base excess in Venous blood by calculation,mmol/L,millimole per liter,LOINC,1927-3,3002032,8753,0.3555702070816583,0.12071520393407466,0.23064733306698615,0.48049308109633054,0.590425210229242,Base excess in Venous blood by calculation,1,0.36,0.3555702070816583
2,0.7469683083847064,Metamyelocytes %,%,percent,LOINC,28541-1,3002179,8554,0.7469683083847064,0.5580889997850923,0.6465005910444861,0.8474360257249267,0.9358476169843205,Metamyelocytes %,1,0.75,0.7469683083847064
2,0.884622155453468,Iron [Mass/volume] in Serum or Plasma,ug/dL,microgram per deciliter,LOINC,2498-4,3002400,8837,0.884622155453468,0.776166981579728,0.826933233180202,0.9423110777267341,0.993077329327208,Iron [Mass/volume] in Serum or Plasma,1,0.88,0.884622155453468
2,0.3484853505593318,Spermatozoa Motile [Presence] in Semen by Light microscopy,%,percent,LOINC,13942-8,3002435,8554,0.3484853505593318,0.137397933425987,0.2362048095309569,0.4607658915877067,0.5595727676926765,Spermatozoa Motile [Presence] in Semen by Light microscopy,1,0.35,0.3484853505593318
2,0.673622907061393,Acetaminophen [Mass/volume] in Serum or Plasma,ug/mL,microgram per milliliter,LOINC,3298-7,3002617,8859,0.673622907061393,0.36682843969910245,0.5104343605920895,0.8368114535306965,0.9804173744236836,Acetaminophen [Mass/volume] in Serum or Plasma,1,0.67,0.673622907061393
2,0.653993721660272,Glucose [Mass/volume] in Serum or Plasma --baseline,mg/dL,milligram per deciliter,LOINC,1547-9,3002666,8840,0.653993721660272,0.32874782002092773,0.480990582490408,0.826996860830136,0.9792396232996163,Glucose [Mass/volume] in Serum or Plasma --baseline,1,0.65,0.653993721660272
2,0.7851745804501711,Base excess in Capillary blood by calculation,mmol/L,millimole per liter,LOINC,1926-5,3003129,8753,0.7851745804501711,0.5832386860733318,0.6777618706752565,0.8925872902250855,0.9871104748270102,Base excess in Capillary blood by calculation,1,0.79,0.7851745804501711
2,1,Lymphocytes/100 leukocytes in Synovial fluid,%,percent,LOINC,26483-8,3003329,8554,1,1,1,1,1,Lymphocytes/100 leukocytes in Synovial fluid,1,1,1
2,0.7620768500844053,Base excess in Arterial blood by calculation,mmol/L,millimole per liter,LOINC,1925-7,3003396,8753,0.7620768500844053,0.7180110097274488,0.7386375732987902,0.7855161268700204,0.8061426904413618,Base excess in Arterial blood by calculation,1,0.76,0.7620768500844053
2,1,Phosphate [Moles/volume] in Serum or Plasma,mg/dL,milligram per deciliter,LOINC,14879-1,3003458,8840,1,1,1,1,1,Phosphate [Moles/volume] in Serum or Plasma,1,1,1
